site_id,geo_lat,geo_lon,data_type,data_class,data_source,manual_error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha,nearest_sim_site,nearest_volt,power_pool,US_region,automated_error
10251,35.9,-82.3,GIC,measured,NERC,"noisy, low values",1.72529499839907,0.2368633633068773,44.94688784748035,-11.06581913728252,0.1757200497907366,,,SERTP,East,Low signal: all GIC values within +/- 3.5 A
10252,36.4,-79.0,GIC,measured,NERC,"not smooth, low values",2.6171669225579013,0.4178314227674844,45.530823171151,-7.305730650773746,0.1879253227837962,,,SERTP,East,Low signal: all GIC values within +/- 3.5 A
10287,41.9,-91.7,GIC,measured,NERC,missing periods of data,1.5868828748541342,0.2005448733952439,50.504703673195344,-22.460771827386697,0.3329661797190789,,,MISO,Central,Baseline offset detected (median value: 1.57 A)
10290,39.5,-97.5,GIC,measured,NERC,low cadence,0.5704253439037746,-0.2438011870954575,47.71364709378179,-28.817577060760406,0.2415482909877394,,230.0,SPP,Central,Baseline offset detected (median value: 1.2 A)
10325,29.8,-95.2,GIC,measured,NERC,"noisy, low values",0.0668729584706316,-1.1747494631161035,38.21784770082462,-25.0645437163318,0.0810488845500112,,,ERCOT,ERCOT,Low signal: all GIC values within +/- 3.5 A
10367,42.4,-71.8,GIC,measured,NERC,not centered on zero,2.3406874307614425,0.3693434230264963,51.59430351794994,1.005401528527018,0.3774148214041124,,,ISONE,East,All GIC values are negative
10368,42.4,-71.8,GIC,measured,NERC,not centered on zero,2.3406874307614425,0.3693434230264963,51.59430351794994,1.005401528527018,0.3774148214041124,,,ISONE,East,Baseline offset detected (median value: -1.4 A)
10369,42.4,-71.8,GIC,measured,NERC,not centered on zero,2.3406874307614425,0.3693434230264963,51.59430351794994,1.005401528527018,0.3774148214041124,,,ISONE,East,Baseline offset detected (median value: -1.5 A)
10372,42.4,-71.8,GIC,measured,NERC,not centered on zero,2.3406874307614425,0.3693434230264963,51.59430351794994,1.005401528527018,0.3774148214041124,,,ISONE,East,Baseline offset detected (median value: -3.2 A)
10373,42.6,-73.9,GIC,measured,NERC,not centered on zero,2.1945295536401264,0.3413414338464751,51.79287859210945,-1.49272144303693,0.3861326788877939,,115.0,NYISO,East,Baseline offset detected (median value: -3.7 A)
10374,42.6,-71.5,GIC,measured,NERC,no data available,2.6652790154959165,0.4257426799845072,51.79331049233907,1.363669636170387,0.3861518580052466,,,ISONE,East,Duplicate time stamps found
10376,40.9,-73.9,GIC,measured,NERC,very noisy,2.403237240915885,0.3807966452670485,50.09290479757615,-1.4777378331961084,0.317565485853305,,345.0,NYISO,East,Baseline offset detected (median value: 1.2 A)
10377,40.7,-74.0,GIC,measured,NERC,very noisy,2.553542949086076,0.4071431668299854,49.892479714806605,-1.5937256051475748,0.3103296647786272,,,NYISO,East,Data is constant for at least 5 minutes starting at time 2024-05-11 21:28:30
10378,40.7,-74.0,GIC,measured,NERC,not centered on zero,2.553542949086076,0.4071431668299854,49.892479714806605,-1.5937256051475748,0.3103296647786272,,,NYISO,East,All GIC values are positive
10379,40.7,-74.0,GIC,measured,NERC,not centered on zero,2.553542949086076,0.4071431668299854,49.892479714806605,-1.5937256051475748,0.3103296647786272,,,NYISO,East,All GIC values are negative
10380,41.1,-73.8,GIC,measured,NERC,very noisy,2.252931532745684,0.3527479935868742,50.29329795413308,-1.3614920124556755,0.324968828273542,,,NYISO,East,Baseline offset detected (median value: 1.7 A)
10381,40.7,-74.0,GIC,measured,NERC,not centered on zero,2.553542949086076,0.4071431668299854,49.892479714806605,-1.5937256051475748,0.3103296647786272,,,NYISO,East,Baseline offset detected (median value: 3.5 A)
10382,40.6,-74.2,GIC,measured,NERC,not centered on zero,2.719221634832854,0.434444606948329,49.79152746147236,-1.8280400756676465,0.3067477222296753,,,PJM,East,Baseline offset detected (median value: -3.8 A)
10383,40.6,-74.2,GIC,measured,NERC,low cadence,2.719221634832854,0.434444606948329,49.79152746147236,-1.8280400756676465,0.3067477222296753,,,PJM,East,
10385,41.2,-73.8,GIC,measured,NERC,very noisy,2.3933698036478432,0.3790098073787664,50.39329668202802,-1.3622823779672215,0.3287274928824199,,,NYISO,East,Baseline offset detected (median value: 3.2 A)
10386,40.8,-73.9,GIC,measured,NERC,very noisy,2.448214817780424,0.3888495221677638,49.99290628084112,-1.476889740296328,0.3139344550679178,,,NYISO,East,
10387,41.0,-73.9,GIC,measured,NERC,very noisy,2.358259664051346,0.3725916228353744,50.19290330810752,-1.4785894731600582,0.3212385136619705,,,NYISO,East,Baseline offset detected (median value: -1.7 A)
10388,41.0,-73.9,GIC,measured,NERC,very noisy,2.358259664051346,0.3725916228353744,50.19290330810752,-1.4785894731600582,0.3212385136619705,,,NYISO,East,Baseline offset detected (median value: 7.6 A)
10430,39.6,-75.6,GIC,measured,NERC,"low cadence, missing periods of data",2.265614252826253,0.3551859681355238,48.78125880970059,-3.4550200532907187,0.2731018392352599,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10431,39.6,-75.7,GIC,measured,NERC,"not centered on zero, missing periods of data",2.3091290131355544,0.3634481980222522,48.78027947991428,-3.571942495692493,0.2730710834391225,,138.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10432,38.5,-76.6,GIC,measured,NERC,low cadence,0.9920645909046396,-0.0034600510713608,47.67015202730043,-4.596789090409987,0.2403430993620422,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10433,38.5,-76.6,GIC,measured,NERC,not centered on zero,0.9920645909046396,-0.0034600510713608,47.67015202730043,-4.596789090409987,0.2403430993620422,,,PJM,East,Baseline offset detected (median value: -9.39 A)
10434,39.5,-75.1,GIC,measured,NERC,low cadence,2.1973806720954783,0.3419053001928759,48.68567247043594,-2.868793706154894,0.2701162262861306,,,PJM,East,Baseline offset detected (median value: -2.0 A)
10435,39.4,-74.6,GIC,measured,NERC,not centered on zero,1.5563786944062044,0.1921152770243088,48.589267840451015,-2.283153232988018,0.2671381129571956,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10436,39.4,-74.6,GIC,measured,NERC,"not smooth, low values",1.5563786944062044,0.1921152770243088,48.589267840451015,-2.283153232988018,0.2671381129571956,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10450,41.0,-85.0,GIC,measured,NERC,low values,0.732541440595982,-0.1351678018092302,49.94618247136965,-14.532423256551832,0.3122521342990634,,,PJM,East,All GIC values are positive
10453,38.5,-81.8,GIC,measured,NERC,not centered on zero,0.4794559077539824,-0.3192513257187913,47.560072536283855,-10.632266673521954,0.2373197390151154,,,PJM,East,All GIC values are positive
10454,36.6,-79.7,GIC,measured,NERC,not centered on zero,1.9686181942317031,0.2941614945957184,45.71574163244195,-8.117652463999775,0.1919644671033762,,,PJM,East,Baseline offset detected (median value: 6.4 A)
10455,40.1,-82.7,GIC,measured,NERC,not centered on zero,0.789302714347613,-0.1027564036887897,49.1308417961741,-11.775964798207887,0.2843047728409051,,,PJM,East,Baseline offset detected (median value: 3.8 A)
10456,38.2,-82.6,GIC,measured,NERC,not centered on zero,0.5445291676771482,-0.2639788523233282,47.23571938510202,-11.541044273427437,0.228630629405675,,,PJM,East,Baseline offset detected (median value: 8.2 A)
10458,42.2,-86.3,GIC,measured,NERC,not centered on zero,0.5461142418775051,-0.2627164975385062,51.08927752463355,-16.165701904854664,0.3561197017949902,,,PJM,East,Baseline offset detected (median value: 4.0 A)
10460,28.9,-96.2,GIC,measured,NERC,low values,0.0626858854189427,-1.202830235480755,37.25169887300978,-26.0732055534903,0.0725260182863358,,138.0,ERCOT,ERCOT,Low signal: all GIC values within +/- 3.5 A
10461,32.2,-100.0,GIC,measured,NERC,not centered on zero,0.4124801634036799,-0.3845969322812525,40.250630301655214,-30.62653317946152,0.102393423272705,,,ERCOT,ERCOT,All GIC values are positive
10462,32.2,-100.0,GIC,measured,NERC,not centered on zero,0.4124801634036799,-0.3845969322812525,40.250630301655214,-30.62653317946152,0.102393423272705,,,ERCOT,ERCOT,All GIC values are positive
10463,35.4,-99.7,GIC,measured,NERC,not centered on zero,0.3709370469559069,-0.4306997897907094,43.45964198329536,-30.715165389689503,0.1480957209796697,,345.0,SPP,Central,Baseline offset detected (median value: 1.2 A)
10464,35.4,-99.7,GIC,measured,NERC,low values,0.3709370469559069,-0.4306997897907094,43.45964198329536,-30.715165389689503,0.1480957209796697,,345.0,SPP,Central,All GIC values are positive
10467,37.4,-79.9,GIC,measured,NERC,low cadence,1.5019975681211808,0.176669229504097,46.51082614809463,-8.38110179293488,0.2103441517190623,,500.0,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10468,37.4,-79.9,GIC,measured,NERC,not centered on zero,1.5019975681211808,0.176669229504097,46.51082614809463,-8.38110179293488,0.2103441517190623,,500.0,PJM,East,Baseline offset detected (median value: 2.2 A)
10469,37.4,-79.9,GIC,measured,NERC,not centered on zero,1.5019975681211808,0.176669229504097,46.51082614809463,-8.38110179293488,0.2103441517190623,,500.0,PJM,East,Baseline offset detected (median value: 1.3 A)
10470,37.4,-79.9,GIC,measured,NERC,low values,1.5019975681211808,0.176669229504097,46.51082614809463,-8.38110179293488,0.2103441517190623,,500.0,PJM,East,Low signal: all GIC values within +/- 3.5 A
10471,37.4,-79.9,GIC,measured,NERC,"noisy, not centered on zero",1.5019975681211808,0.176669229504097,46.51082614809463,-8.38110179293488,0.2103441517190623,,500.0,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10473,28.7,-97.2,GIC,measured,NERC,not centered on zero,0.091566592534447,-1.0382629469033262,36.980787864044565,-27.147987562278583,0.0703013220424908,,138.0,ERCOT,ERCOT,All GIC values are negative
10474,28.7,-97.2,GIC,measured,NERC,low values,0.091566592534447,-1.0382629469033262,36.980787864044565,-27.147987562278583,0.0703013220424908,,138.0,ERCOT,ERCOT,Low signal: all GIC values within +/- 3.5 A
10475,40.2,-81.9,GIC,measured,NERC,one big spike,0.6044645604758745,-0.2186291565748386,49.25583343031519,-10.847324962312728,0.2884208921860568,,,PJM,East,Baseline offset detected (median value: 2.2 A)
10476,40.1,-82.8,GIC,measured,NERC,not centered on zero,0.8056019555572088,-0.093879488225697,49.12756449844874,-11.892754381827991,0.284197641621161,,,PJM,East,Baseline offset detected (median value: -4.1 A)
10477,31.4,-95.4,GIC,measured,NERC,not centered on zero,0.1500301249933128,-0.8238215289124776,39.79918267811684,-25.448526982333107,0.0972131517111269,,,ERCOT,ERCOT,All GIC values are positive
10478,42.0,-86.6,GIC,measured,NERC,not centered on zero,0.6317656392031411,-0.1994439984218071,50.876163075582895,-16.4993840506272,0.3474979458248687,,,PJM,East,Baseline offset detected (median value: 3.7 A)
10480,42.0,-86.6,GIC,measured,NERC,not centered on zero,0.6317656392031411,-0.1994439984218071,50.876163075582895,-16.4993840506272,0.3474979458248687,,,PJM,East,Baseline offset detected (median value: 3.7 A)
10481,40.2,-85.3,GIC,measured,NERC,not centered on zero,0.725399273789205,-0.1394228835357042,49.13517536396825,-14.81721358066683,0.284446494363002,,,PJM,East,Baseline offset detected (median value: 1.6 A)
10482,40.2,-85.3,GIC,measured,NERC,low values,0.725399273789205,-0.1394228835357042,49.13517536396825,-14.81721358066683,0.284446494363002,,,PJM,East,Low signal: all GIC values within +/- 3.5 A
10483,39.0,-83.0,GIC,measured,NERC,low cadence,0.8505385171694224,-0.0703060143084743,48.02195124902459,-12.05413197641322,0.2502660103666148,,,PJM,East,Baseline offset detected (median value: 1.3 A)
10484,39.0,-83.0,GIC,measured,NERC,not centered on zero,0.8505385171694224,-0.0703060143084743,48.02195124902459,-12.05413197641322,0.2502660103666148,,,PJM,East,All GIC values are positive
10485,39.0,-83.0,GIC,measured,NERC,not centered on zero,0.8505385171694224,-0.0703060143084743,48.02195124902459,-12.05413197641322,0.2502660103666148,,,PJM,East,All GIC values are positive
10487,41.5,-86.4,GIC,measured,NERC,not centered on zero,0.638281251821335,-0.1949879118761939,50.38607514656101,-16.21702286745582,0.3284546057276833,,,MISO,Central,Baseline offset detected (median value: -2.4 A)
10489,36.6,-79.3,GIC,measured,NERC,low cadence,2.1642369169569338,0.3353048008407843,45.72451373603611,-7.65786443763238,0.1921582170156779,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10490,41.7,-85.9,GIC,measured,NERC,not centered on zero,0.6046347552238722,-0.2185068926062253,50.60766465685602,-15.648697266981896,0.3369321030883767,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10492,40.8,-84.0,GIC,measured,NERC,not centered on zero,0.7665596415364551,-0.1154540495734584,49.784935913518375,-13.34551354070492,0.3065152869701267,,,PJM,East,All GIC values are positive
10493,36.7,-79.9,GIC,measured,NERC,"not smooth, low values",1.838743370592181,0.2645211199325006,45.81112328829348,-8.351657175425062,0.1940816948998913,,,PJM,East,All GIC values are negative
10494,36.7,-79.9,GIC,measured,NERC,"not smooth, low values",1.838743370592181,0.2645211199325006,45.81112328829348,-8.351657175425062,0.1940816948998913,,,PJM,East,Baseline offset detected (median value: -2.0 A)
10495,36.7,-79.9,GIC,measured,NERC,not centered on zero,1.838743370592181,0.2645211199325006,45.81112328829348,-8.351657175425062,0.1940816948998913,,,PJM,East,Baseline offset detected (median value: -3.3 A)
10496,36.3,-94.5,GIC,measured,NERC,not centered on zero,1.3046803267356712,0.1155041137113139,44.74394221353057,-24.985318612468784,0.1716664508063359,,,SPP,Central,Baseline offset detected (median value: 4.1 A)
10497,40.5,-84.1,GIC,measured,NERC,not centered on zero,0.8526834604335003,-0.0692121609783843,49.48159170523613,-13.439918641738585,0.2960069832486892,,,PJM,East,All GIC values are positive
10498,40.2,-83.1,GIC,measured,NERC,not centered on zero,0.8540103698566057,-0.0685368558400822,49.21744305053045,-12.249846085353331,0.2871503513284397,,138.0,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10499,40.2,-83.1,GIC,measured,NERC,not centered on zero,0.8540103698566057,-0.0685368558400822,49.21744305053045,-12.249846085353331,0.2871503513284397,,138.0,PJM,East,Baseline offset detected (median value: 9.0 A)
10500,41.6,-86.3,GIC,measured,NERC,not centered on zero,0.624466135894625,-0.2044911079589629,50.49034680163752,-16.109062174492855,0.3324168927336479,,,PJM,East,Baseline offset detected (median value: -8.2 A)
10502,36.9,-80.8,GIC,measured,NERC,not centered on zero,1.5265457569238223,0.1837098264412309,45.98884351587846,-9.395575500914656,0.1980891148271922,,138.0,PJM,East,Baseline offset detected (median value: 1.3 A)
10503,36.9,-80.8,GIC,measured,NERC,"not smooth, low values",1.5265457569238223,0.1837098264412309,45.98884351587846,-9.395575500914656,0.1980891148271922,,138.0,PJM,East,All GIC values are positive
10504,36.9,-80.8,GIC,measured,NERC,low cadence,1.5265457569238223,0.1837098264412309,45.98884351587846,-9.395575500914656,0.1980891148271922,,138.0,PJM,East,Baseline offset detected (median value: 3.0 A)
10506,38.7,-85.4,GIC,measured,NERC,low cadence,0.6278369474216446,-0.2021531301950936,47.63319122013373,-14.813776727735808,0.2393236907720911,,345.0,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10507,40.1,-82.7,GIC,measured,NERC,"not smooth, low values",0.789302714347613,-0.1027564036887897,49.1308417961741,-11.775964798207887,0.2843047728409051,,,PJM,East,All GIC values are positive
10509,39.8,-80.8,GIC,measured,NERC,not centered on zero,0.4269383218552357,-0.3696348613044888,48.88721317009201,-9.539391972334396,0.276449873324181,,138.0,PJM,East,Baseline offset detected (median value: -1.5 A)
10511,41.9,-86.2,GIC,measured,NERC,low values,0.5966081956720358,-0.2243107849821809,50.794241395397705,-16.01966368063118,0.3442395428290642,,138.0,PJM,East,Low signal: all GIC values within +/- 3.5 A
10512,40.0,-82.6,GIC,measured,NERC,not centered on zero,0.7716446476070943,-0.1125826518829761,49.03417618902934,-11.652725718238132,0.2811617880232124,,69.0,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10513,26.1,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",,,34.36037395558416,-27.31994597939168,0.0520103639208185,,,ERCOT,ERCOT,Low signal: all GIC values within +/- 3.5 A
10515,26.1,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",,,34.36037395558416,-27.31994597939168,0.0520103639208185,,,ERCOT,ERCOT,Baseline offset detected (median value: 8.1 A)
10516,39.6,-81.2,GIC,measured,NERC,not centered on zero,0.4866894207269788,-0.3127480940068148,48.67649309648036,-9.995469309447294,0.2698312344822172,,,PJM,East,Baseline offset detected (median value: -2.1 A)
10517,32.0,-93.2,GIC,measured,NERC,not centered on zero,0.1775494900377329,-0.7506805707524904,40.54182845119538,-23.066795730017866,0.1058804123534877,,230.0,MISO,Central,Baseline offset detected (median value: 1.5 A)
10518,27.6,-99.3,GIC,measured,NERC,"not smooth, not centered on zero",0.1604749567405534,-0.794592732717007,35.72607938499612,-29.3215274751047,0.0608553130357627,,,ERCOT,ERCOT,Baseline offset detected (median value: 7.1 A)
10519,27.8,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",0.0713722986894851,-1.1464703156841167,36.05457566104102,-27.491657476348816,0.0631982240965401,,,ERCOT,ERCOT,All GIC values are positive
10520,27.8,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",0.0713722986894851,-1.1464703156841167,36.05457566104102,-27.491657476348816,0.0631982240965401,,,ERCOT,ERCOT,All GIC values are positive
10521,31.3,-103.1,GIC,measured,NERC,"not smooth, not centered on zero",0.5321830949419017,-0.2739389251436202,39.090683137143856,-33.91680606960773,0.0896065626151656,,,ERCOT,ERCOT,All GIC values are positive
10524,40.2,-83.0,GIC,measured,NERC,not centered on zero,0.83771112864701,-0.0769057150961176,49.22081775878105,-12.133023095577848,0.2872618135516849,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10525,40.2,-83.0,GIC,measured,NERC,not centered on zero,0.83771112864701,-0.0769057150961176,49.22081775878105,-12.133023095577848,0.2872618135516849,,,PJM,East,Baseline offset detected (median value: -1.1 A)
10527,40.3,-83.4,GIC,measured,NERC,not centered on zero,0.8314207776245441,-0.0801791264560568,49.30702353242096,-12.60725376205964,0.2901237935565175,,,PJM,East,Baseline offset detected (median value: -4.8 A)
10528,37.2,-80.2,GIC,measured,NERC,not centered on zero,1.2684313918881838,0.1032669816640313,46.30378804137338,-8.71838020060822,0.2053951376774714,,,PJM,East,Low signal: all GIC values within +/- 3.5 A
10529,37.2,-80.2,GIC,measured,NERC,not centered on zero,1.2684313918881838,0.1032669816640313,46.30378804137338,-8.71838020060822,0.2053951376774714,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10530,39.0,-81.9,GIC,measured,NERC,too low,0.5146240652046337,-0.2885099088734238,48.05674203736214,-10.7766398075902,0.2512693155669264,,,PJM,East,All GIC values are positive
10531,32.5,-99.8,GIC,measured,NERC,not centered on zero,0.4425380146204536,-0.3540494168740014,40.56547972267679,-30.443533054775028,0.10616878808511,,138.0,ERCOT,ERCOT,All GIC values are positive
10532,32.5,-99.8,GIC,measured,NERC,not centered on zero,0.4425380146204536,-0.3540494168740014,40.56547972267679,-30.443533054775028,0.10616878808511,,138.0,ERCOT,ERCOT,Baseline offset detected (median value: 1.3 A)
10534,36.6,-82.7,GIC,measured,NERC,not centered on zero,0.8686256164587953,-0.0611673670959917,45.63381817895841,-11.562683357272498,0.190164424604652,,,PJM,East,Baseline offset detected (median value: 2.8 A)
10537,27.6,-97.7,GIC,measured,NERC,not centered on zero,0.0706371377795155,-1.1509669067088883,35.84788533934017,-27.580034247470497,0.0617137534207041,,,ERCOT,ERCOT,All GIC values are positive
10538,26.3,-98.2,GIC,measured,NERC,not centered on zero,,,34.5151860259538,-27.990515474173154,0.0529446163673345,,138.0,ERCOT,ERCOT,All GIC values are negative
10539,26.3,-98.2,GIC,measured,NERC,not centered on zero,,,34.5151860259538,-27.990515474173154,0.0529446163673345,,138.0,ERCOT,ERCOT,All GIC values are positive
10541,41.7,-86.5,GIC,measured,NERC,not centered on zero,0.6234138921661652,-0.2052235241254546,50.58123456968951,-16.35317046164263,0.3359095661973987,,,PJM,East,Baseline offset detected (median value: 4.6 A)
10542,36.0,-95.7,GIC,measured,NERC,not centered on zero,0.9354586046984892,-0.0289754258537487,44.362051848551936,-26.30403864201077,0.1642904606148058,,345.0,SPP,Central,Baseline offset detected (median value: 8.7 A)
10545,37.4,-79.1,GIC,measured,NERC,"low values, not centered on zero",1.71663255208625,0.2346773436877947,46.52844037256183,-7.457858424060469,0.2107706641996318,,,PJM,East,All GIC values are negative
10546,37.4,-79.1,GIC,measured,NERC,"low values, not centered on zero",1.71663255208625,0.2346773436877947,46.52844037256183,-7.457858424060469,0.2107706641996318,,,PJM,East,All GIC values are negative
10547,37.4,-79.1,GIC,measured,NERC,"low values, not centered on zero",1.71663255208625,0.2346773436877947,46.52844037256183,-7.457858424060469,0.2107706641996318,,,PJM,East,All GIC values are negative
10548,26.2,-98.2,GIC,measured,NERC,not centered on zero,,,34.415536168938345,-27.98037441541616,0.0523413484175072,,138.0,ERCOT,ERCOT,All GIC values are positive
10549,26.2,-98.2,GIC,measured,NERC,not centered on zero,,,34.415536168938345,-27.98037441541616,0.0523413484175072,,138.0,ERCOT,ERCOT,Low signal: all GIC values within +/- 3.5 A
10550,26.3,-97.6,GIC,measured,NERC,not centered on zero,0.0725056662286701,-1.139628052522973,34.55970421843468,-27.339780289532456,0.0532163662395978,,,ERCOT,ERCOT,Baseline offset detected (median value: 2.4 A)
10551,26.3,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",0.0725056662286701,-1.139628052522973,34.55970421843468,-27.339780289532456,0.0532163662395978,,,ERCOT,ERCOT,Cadence is >= 60 seconds (60.0 seconds)
10552,40.0,-83.1,GIC,measured,NERC,not centered on zero,0.8541780627588123,-0.0684515864389715,49.01763941783499,-12.236308438335522,0.2806276026839275,,,PJM,East,Baseline offset detected (median value: 1.8 A)
10554,37.9,-87.0,GIC,measured,NERC,not smooth,0.5439242717363038,-0.2644615610672519,46.76519964364931,-16.594140696056616,0.2165882225766772,,,MISO,Central,All GIC values are positive
10557,31.5,-100.3,GIC,measured,NERC,not centered on zero,0.5541085061651425,-0.2564051828986983,39.52936538368236,-30.869364638671524,0.0942430439276691,,,ERCOT,ERCOT,All GIC values are positive
10558,30.9,-103.4,GIC,measured,NERC,not centered on zero,0.4830834702534755,-0.3159778225849357,38.66602771652585,-34.191277784575895,0.0853357253957895,,,ERCOT,ERCOT,Baseline offset detected (median value: -1.9 A)
10559,30.9,-103.4,GIC,measured,NERC,not centered on zero,0.4830834702534755,-0.3159778225849357,38.66602771652585,-34.191277784575895,0.0853357253957895,,,ERCOT,ERCOT,Baseline offset detected (median value: 2.9 A)
10560,41.0,-85.3,GIC,measured,NERC,low cadence,0.7176193661309468,-0.1441058496597307,49.93401053298626,-14.883712428070275,0.3118153579842495,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10561,41.0,-83.3,GIC,measured,NERC,not centered on zero,0.760887461840249,-0.1186795722911652,50.00976607700984,-12.53975728632378,0.3145437256834289,,,PJM,East,All GIC values are negative
10563,40.7,-81.4,GIC,measured,NERC,"not smooth, low values",0.5531077842915348,-0.257190229343039,49.770118607229485,-10.291403508380336,0.3059934326614519,,345.0,PJM,East,All GIC values are negative
10564,40.7,-84.2,GIC,measured,NERC,low cadence,0.7994264663558704,-0.0972214777896476,49.67761778843803,-13.57204008660991,0.3027556503477805,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10565,26.1,-98.2,GIC,measured,NERC,"not smooth, low values",,,34.31588547701793,-27.97025749538825,0.051744949328057,,138.0,ERCOT,ERCOT,Low signal: all GIC values within +/- 3.5 A
10567,39.2,-87.5,GIC,measured,NERC,not centered on zero,0.4723830744533478,-0.3257056716072112,48.039613811313885,-17.285226940067318,0.2507748659687098,,,MISO,Central,Baseline offset detected (median value: -1.1 A)
10568,39.2,-87.5,GIC,measured,NERC,not centered on zero,0.4723830744533478,-0.3257056716072112,48.039613811313885,-17.285226940067318,0.2507748659687098,,,MISO,Central,Baseline offset detected (median value: 2.4000000000000004 A)
10569,39.2,-87.5,GIC,measured,NERC,low cadence,0.4723830744533478,-0.3257056716072112,48.039613811313885,-17.285226940067318,0.2507748659687098,,,MISO,Central,Cadence is >= 60 seconds (60.0 seconds)
10570,40.2,-80.7,GIC,measured,NERC,1-min cadence,0.4489638513103618,-0.3477886251624605,49.2896116007761,-9.443499629371331,0.2895434389922086,,138.0,PJM,East,Baseline offset detected (median value: 1.6 A)
10572,38.4,-82.5,GIC,measured,NERC,"not smooth, not centered on zero",0.614144348980766,-0.2117295399371909,47.43873782330736,-11.43730653161775,0.234031295924122,,,PJM,East,All GIC values are positive
10573,38.4,-82.5,GIC,measured,NERC,"not smooth, not centered on zero",0.614144348980766,-0.2117295399371909,47.43873782330736,-11.43730653161775,0.234031295924122,,,PJM,East,All GIC values are positive
10574,38.4,-82.5,GIC,measured,NERC,"not smooth, not centered on zero",0.614144348980766,-0.2117295399371909,47.43873782330736,-11.43730653161775,0.234031295924122,,,PJM,East,All GIC values are positive
10575,41.7,-86.1,GIC,measured,NERC,"not smooth, low values",0.6083122404911356,-0.2158734445525765,50.59898057174066,-15.88357721191345,0.3365957871385664,,138.0,PJM,East,All GIC values are positive
10576,41.7,-86.1,GIC,measured,NERC,not centered on zero,0.6083122404911356,-0.2158734445525765,50.59898057174066,-15.88357721191345,0.3365957871385664,,138.0,PJM,East,Baseline offset detected (median value: 1.6 A)
10577,41.4,-84.9,GIC,measured,NERC,"low cadence, not centered on zero",0.7188458081390685,-0.1433642554526925,50.34961579481829,-14.448345268997006,0.3270803359474181,,138.0,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10578,40.2,-82.8,GIC,measured,NERC,not centered on zero,0.8051126462278162,-0.0941433516661854,49.227471588852985,-11.899346947914337,0.2874817076701518,,,PJM,East,All GIC values are positive
10581,32.8,-94.5,GIC,measured,NERC,not centered on zero,0.1855197224049235,-0.731609914208901,41.25555189932742,-24.59563494437125,0.1149374960988044,,345.0,SPP,Central,All GIC values are positive
50100,30.4,-89.6,B,measured,NERC,,0.0995504350253595,-1.0019568378093455,39.151481982967226,-18.925316688994343,0.0902352751835995,,,SERTP,East,
50100,30.4,-89.6,B,calculated,SWMF,,0.0995504350253595,-1.0019568378093455,39.151481982967226,-18.925316688994343,0.0902352751835995,,,SERTP,East,
50100,30.4,-89.6,B,calculated,MAGE,,0.0995504350253595,-1.0019568378093455,39.151481982967226,-18.925316688994343,0.0902352751835995,,,SERTP,East,
50100,30.4,-89.6,B,calculated,OpenGGCM,,0.0995504350253595,-1.0019568378093455,39.151481982967226,-18.925316688994343,0.0902352751835995,,,SERTP,East,
50127,37.1,-119.7,B,measured,NERC,,0.6691525698113988,-0.1744748498363537,43.02309261543581,-52.99543822655846,0.1408443881481668,,115.0,CAISO,West,
50127,37.1,-119.7,B,calculated,SWMF,,0.6691525698113988,-0.1744748498363537,43.02309261543581,-52.99543822655846,0.1408443881481668,,115.0,CAISO,West,
50127,37.1,-119.7,B,calculated,MAGE,,0.6691525698113988,-0.1744748498363537,43.02309261543581,-52.99543822655846,0.1408443881481668,,115.0,CAISO,West,
50127,37.1,-119.7,B,calculated,OpenGGCM,,0.6691525698113988,-0.1744748498363537,43.02309261543581,-52.99543822655846,0.1408443881481668,,115.0,CAISO,West,
50112,48.3,-117.1,B,measured,NERC,,0.4145956885347474,-0.3823752185357036,54.3827459937994,-53.12888977730831,0.5200972375002975,,,NorthernGridConnected,West,
50112,48.3,-117.1,B,calculated,SWMF,,0.4145956885347474,-0.3823752185357036,54.3827459937994,-53.12888977730831,0.5200972375002975,,,NorthernGridConnected,West,
