site_id,geo_lat,geo_lon,data_type,data_class,data_source,error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha
10187,41.0,81.6,GIC,measured,NERC,,,,32.6349854434554,157.07937017515462,0.042649831620677855
10191,41.3,90.5,GIC,measured,NERC,,,,32.47404668369506,165.03425118433597,0.04186773022995003
10192,41.1,95.7,GIC,measured,NERC,,,,32.092595751108476,169.64590969334583,0.04007082491873909
10193,41.6,71.4,GIC,measured,NERC,,,,33.98093771485432,148.0264883462778,0.049789685156626864
10194,42.6,73.9,GIC,measured,NERC,,,,34.770842201034206,150.3935027218442,0.054524320678960264
10196,33.3,111.9,GIC,measured,NERC,,,,24.151412808096154,-175.83988674778058,0.016077366459299004
10197,36.4,82.2,GIC,measured,NERC,,,,28.012353909600485,157.1964256331863,0.025063702891956165
10199,35.0,84.9,GIC,measured,NERC,,,,26.457331248195985,159.5419267443724,0.020959522831951648
10200,34.1,86.7,GIC,measured,NERC,,,,25.462646522805045,161.12209109631894,0.01869403240350084
10201,36.5,87.2,GIC,measured,NERC,,,,27.83261350331444,161.74482810862918,0.024550950070010593
10202,34.9,90.0,GIC,measured,NERC,,,,26.10448093553321,164.1885133396375,0.0201260562738877
10203,35.0,85.3,GIC,measured,NERC,,,,26.435229551184158,159.90705055457516,0.020906317758471855
10205,36.2,88.8,GIC,measured,NERC,,,,27.456267526179744,163.17674781325937,0.02351105569226054
10207,36.0,84.1,GIC,measured,NERC,,,,27.500176374691407,158.89086485896357,0.02363007542449751
10208,35.8,86.5,GIC,measured,NERC,,,,27.169598924300956,161.05915749596312,0.022748606170621327
10210,34.7,86.5,GIC,measured,NERC,,,,26.07181920575357,160.98101739730387,0.020050602609982756
10211,34.3,88.8,GIC,measured,NERC,,,,25.55932536541674,163.0563281914728,0.0189030335981256
10212,36.0,86.6,GIC,measured,NERC,,,,27.364030773940264,161.16444000493559,0.02326298658761011
10219,36.1,81.0,GIC,measured,NERC,,,,27.78915069819726,156.0781675144248,0.02442854511523602
10220,39.4,87.4,GIC,measured,NERC,,,,30.717020274757914,162.13376915247684,0.03420792463146184
10248,32.8,80.6,GIC,measured,NERC,,,,24.52577589941518,155.41973989743457,0.01678464077128667
10249,33.3,81.0,GIC,measured,NERC,,,,24.997911058664087,155.83105360545903,0.01772116648520283
10250,34.1,80.9,GIC,measured,NERC,,,,25.80197315797129,155.8087654545878,0.019437941687747852
10251,35.9,82.3,GIC,measured,NERC,,,,27.50764380989255,157.2442073072715,0.023650376586671157
10252,36.4,79.0,GIC,measured,NERC,,,,28.221963672524403,154.2858769347123,0.02567520710888227
10325,29.8,95.2,GIC,measured,NERC,,,,20.815226068238474,168.7253156169692,0.01095450730776349
10366,42.4,71.8,GIC,measured,NERC,,,,34.742273445890575,148.4936717085212,0.05434548004575803
10367,42.4,71.8,GIC,measured,NERC,,,,34.742273445890575,148.4936717085212,0.05434548004575803
10371,42.4,71.8,GIC,measured,NERC,,,,34.742273445890575,148.4936717085212,0.05434548004575803
10373,42.6,73.9,GIC,measured,NERC,,,,34.770842201034206,150.3935027218442,0.054524320678960264
10374,42.6,71.5,GIC,measured,NERC,,,,34.96606655667582,148.253514748473,0.05576227993725976
10376,40.9,73.9,GIC,measured,NERC,,,,33.08041094888022,150.17641347429824,0.04489144576531757
10377,40.7,74.0,GIC,measured,NERC,,,,32.87358711814603,150.24120574073314,0.04383631215663827
